employee_id,age,income,hours_worked,education,department,commute_distance,remote_work,satisfaction_score,project_count,hire_date,employee_status
10077,23.45365661,29850.89728,20.35664902,Bachelor,Sales,7.269173311,1,3,5,3/9/2021,1
4053,27.16246479,7377.806121,65.07990791,nan,  Sales  ,12.16770709,0,2,5,6/2/2019,1
4288,28.72266094,,26.23312498,H.S.,Legal,23.96886684,1,2,2,11/1/2018,1
3589,34.36475425,7753.611891,39.0174251,phd,Finance,6.872797362,1,2,8,,0
9057,32.11843969,55953.61679,106.8473307,Bachelor,IT,18.09412411,0,7,5,11/8/2021,1
5587,44.18914855,39029.67843,88.7328257,B.S.,Operations,8.805044831,0,4,2,9/15/2018,1
1033,24.42289071,13779.39145,-20.27109841,B.S.,IT,2.097751149,0,4,4,11/16/2019,0
7388,43.42513896,29534.26034,121.4348699,Bachelor,IT,13.5045401,1,3,7,5/12/2019,1
8194,109.8575836,3299.326348,10.92454361,Bachelor,HR,13.8883332,0,5,15,9/4/2021,0
9377,25.71734161,12484.60774,36.57956278,BACHELOR,Marketing,1.690809815,0,9,2,2/25/2020,1
5816,48.2041401,6048.531761,22.05162136,BACHELOR,Legal,-3.963681957,0,4,3,8/28/2019,0
1900,38.68673309,,63.43364333,Master,  Operations  ,63.64223231,0,4,5,4/17/2019,1
1765,27.96823575,15913.1888,42.89358548,H.S.,IT,12.94696522,0,10,6,3/18/2021,0
8550,110.7204992,83144.20646,182.6925914,H.S.,IT,17.31572991,0,6,5,3/20/2020,1
1733,17.97416396,24215.26445,60.29542261,PHD,Marketing,13.51107573,0,2,2,4/6/2019,0
6909,25.9862432,19385.73553,29.03682661,PHD,Operations,17.86686251,0,4,6,12/17/2023,0
1568,16.29208079,22840.24276,36.60776961,B.S.,Finance,5.778690086,1,7,5,7/19/2023,1
2254,47.27668992,90822.40709,9.397408126,PhD,IT,19.14666065,0,7,7,3/18/2020,0
10601,47.68713895,47431.60838,9.758252431,nan,IT,43.3448429,0,1,5,8/11/2022,1
4615,42.34637545,23770.30571,67.47927738,PHD,IT,3.656934652,0,3,6,3/18/2023,1
9353,42.70463596,22921.92842,35.26244819,H.S.,Marketing,6.467806348,0,6,4,12/17/2020,1
6317,32.79461771,85330.58264,92.25674654,High School,HR,34.40463028,0,1,2,,1
1039,36.96861236,,29.78120702,M.S.,Sales,45.76235908,0,10,4,4/12/2018,1
10201,30.23937442,27743.82408,-15.23357779,Master,Sales,19.10931677,1,9,4,5/24/2021,0
4392,34.26027136,11828.11156,73.62994273,PHD,Marketing,0.43249064,0,4,8,12/24/2019,0
6440,28.98055558,15904.22887,16.86474218,high school,IT,11.48484143,0,5,6,1/19/2021,0
4928,23.20630878,104927.2918,48.6719245,PHD,HR,32.76423846,1,9,6,3/16/2019,0
2413,56.65002345,,15.7068788,B.S.,HR,10.75889641,0,1,2,8/6/2021,0
6289,44.104185,4392.449702,49.9223996,Bachelor,Finance,16.99763571,0,4,4,3/18/2022,0
10747,23.43003544,83580.60898,22.04031073,nan,Marketing,29.8411323,0,3,4,3/15/2020,0
10160,29.58526993,,53.66250554,PhD,Finance,5.674226203,1,2,3,12/16/2021,1
6181,30.53679485,,57.15202099,Master,Sales,0.14365116,0,8,7,5/13/2020,0
6123,34.30366547,8588.653646,37.60254296,masters,Sales,26.04429392,0,8,4,4/5/2019,1
7421,26.78185172,52951.65568,10.47194369,High School,  Finance  ,15.53885768,1,5,7,11/11/2018,0
10436,36.14476059,8421.22683,35.55689986,high school,IT,17.31864107,1,6,9,1/1/2020,1
4126,15.90643912,90754.25522,40.90068838,high school,IT,26.50254071,0,10,4,3/14/2021,0
9840,27.93330896,34115.19948,45.8222846,Master,HR,3.065736365,0,2,4,5/6/2023,0
2957,66.37748534,16475.29077,44.96711136,phd,Legal,4.721754603,0,3,1,3/6/2019,0
9969,49.92952623,7937.852306,46.63390861,  masters  ,IT,0.834157255,1,4,6,7/13/2020,0
2183,19.29499396,10605.89333,75.90168909,  PHD  ,IT,5.154617966,1,9,4,2/21/2023,1
10103,48.7814268,66808.0086,59.55069666,phd,IT,1.25861511,2,10,8,11/27/2018,0
5347,19.17823237,14615.87781,26.35991716,PhD,IT,5.042801029,1,7,5,12/13/2018,0
1251,44.17861947,61626.6172,-6.670738387,Master,Marketing,1.433235392,0,10,9,6/19/2023,0
2472,33.65982833,,22.64550025,PHD,Finance,0.064759486,2,5,3,8/4/2021,0
7223,53.79874549,65304.61784,8.266519495,  B.S.  ,IT,14.74087898,-1,7,2,10/5/2021,0
6357,25.95052167,12689.96989,47.20082902,  PHD  ,Legal,14.48936681,1,7,5,9/10/2019,0
1096,37.96120277,20644.22187,34.96665914,PhD,Marketing,11.489372,0,1,2,3/8/2021,1
8808,51.39256517,7841.501325,40.51836698,masters,Operations,6.297024497,0,2,4,9/13/2019,1
5792,33.85359164,19771.89044,16.01242924,PHD,HR,31.2858774,1,3,6,4/5/2020,0
7483,31.6742062,36456.9675,10.21503326,B.S.,  Operations  ,10.73529037,-1,9,5,10/21/2023,1
5169,27.88026773,27574.10305,35.23020632,M.S.,Operations,4.669264699,1,4,8,6/24/2019,1
3392,20.03470745,21699.17634,42.12466292,nan,Finance,0.140634406,1,4,4,12/10/2018,0
3444,29.97025229,,17.02821996,nan,IT,16.81222095,3,7,6,2/1/2018,0
5884,41.32454217,21410.43064,18.2455888,  high school  ,R&D,1.953758002,0,9,5,6/6/2021,0
2608,38.23079273,5498.589694,55.25997221,  Bachelor  ,Marketing,8.102892498,-1,7,4,6/14/2020,0
1107,36.74577813,,49.37876701,B.S.,Finance,11.61469019,1,1,1,2/22/2018,1
10877,21.39165022,273575.4664,31.45394332,nan,IT,33.73341672,0,7,8,6/27/2019,1
2217,37.78994162,68197.60271,64.95483775,nan,Finance,1.207234879,0,5,7,3/25/2018,1
8492,28.97375695,31657.47468,0.978098018,high school,IT,23.04623211,0,3,5,10/14/2021,0
1303,41.10370265,20350.84631,12.76620038,H.S.,Sales,13.28437783,0,1,4,6/12/2021,1
10239,22.87342867,34504.7002,64.835505,High School,Finance,2.814697929,-1,6,2,2/23/2021,0
3474,38.03818596,25864.10301,28.7135112,masters,HR,1.009927048,2,5,8,12/27/2022,0
3335,40.75205016,14632.23356,53.1060115,masters,IT,15.68884727,0,4,5,10/1/2018,0
2071,39.77040827,14639.81985,96.07897509,PhD,IT,17.78462909,0,7,4,7/22/2020,1
2512,27.83177679,12471.12701,52.90482506,PhD,  Marketing  ,23.3638492,0,5,10,4/9/2023,0
1169,27.46263836,57847.96523,6.927281957,nan,HR,28.48689524,0,5,3,8/27/2021,0
2626,30.52678104,70881.79554,52.7595422,masters,HR,6.736915468,1,7,4,9/16/2019,0
7004,32.85849689,,7.344968973,High School,IT,1.849703849,0,9,6,8/5/2018,0
6325,34.90817647,7567.907052,64.19636053,nan,IT,8.259464305,1,3,4,11/24/2022,1
1576,37.35614558,201054.8486,44.41803896,M.S.,Finance,77.1920016,0,3,1,12/13/2018,0
5047,63.14654444,17334.43983,9.910892695,high school,Unknown,0.555409048,0,2,8,3/18/2019,1
9752,41.19083169,,27.62562188,PHD,  Operations  ,3.99956484,1,10,4,12/16/2019,0
9140,28.69951569,37057.8282,24.16628477,High School,Sales,0.820233947,0,5,4,8/20/2022,0
7145,32.79886269,16972.52519,25.74937092,PhD,Sales,9.632770198,1,5,9,8/25/2020,1
2650,40.79633173,65954.75183,17.52576979,H.S.,Finance,10.22377021,1,5,6,5/18/2023,0
8517,32.52659613,64639.13526,40.47659687,H.S.,HR,5.576792818,0,2,7,11/5/2022,0
2730,32.76534018,34008.87919,64.56039788,B.S.,IT,4.41365151,1,6,7,2/11/2021,0
9600,31.15818334,43269.89603,-20.76368277,nan,  Marketing  ,14.8026178,0,4,8,7/1/2023,1
8063,116.5299872,9111.760109,43.48642724,High School,IT,26.35377034,0,1,3,8/23/2020,1
6284,51.1878764,,94.54582705,phd,  HR  ,18.21941286,-1,6,4,1/6/2019,1
10729,38.87679879,2262.298951,66.63356419,H.S.,  IT  ,18.80900395,1,3,2,11/21/2018,1
8740,42.09410981,10963.3027,42.06633357,H.S.,Marketing,19.80774598,0,10,4,7/26/2019,1
2961,37.85554075,,60.19777444,high school,IT,16.53231911,0,5,2,6/9/2023,0
10023,43.81058892,20267.59169,43.93214862,Master,Legal,41.92377828,1,2,5,10/5/2021,0
3191,39.62172666,11700.08925,14.27484184,PHD,HR,24.51629436,0,8,3,2/20/2021,0
5151,46.27780251,37984.33771,14.78804513,BACHELOR,HR,33.82444821,1,7,4,8/21/2022,0
3973,54.87275999,28955.6772,68.83172486,masters,IT,2.450034361,0,1,3,7/13/2018,1
8875,31.45793611,14915.51083,149.770022,masters,IT,23.42329655,0,5,1,1/27/2019,1
3487,34.54588782,3435.353073,-41.36208511,masters,IT,35.41495575,0,1,3,8/23/2021,1
8671,14.85098767,22552.9375,26.38178925,Master,Sales,2.61908123,0,5,3,9/5/2018,0
1500,44.26177548,,26.34854035,nan,R&D,0.499484549,2,9,6,5/5/2022,0
1937,42.08356447,3787.129248,82.32549793,nan,Sales,3.367128713,0,5,7,9/25/2021,1
3625,26.3891209,84355.50211,23.97076736,  Master  ,  Marketing  ,32.90946037,0,3,4,7/18/2020,1
5604,24.07858407,12224.51246,26.48167164,PhD,Marketing,19.21051896,1,3,7,1/27/2020,0
7017,36.94333463,21096.94358,11.44563672,H.S.,HR,13.57933496,0,7,2,3/9/2022,0
5787,28.49340173,16622.18352,27.8748046,phd,R&D,1.096342592,3,9,7,11/4/2020,0
1439,34.44452301,25844.04154,25.98889797,H.S.,Operations,13.99059556,0,6,2,5/5/2020,0
8551,54.17259148,31176.20672,41.43807447,High School,IT,16.879771,1,10,8,12/10/2021,0
1624,50.93186627,44848.53052,52.40786349,M.S.,Sales,7.661400482,0,7,3,,1
2508,35.88406886,,23.1046715,Bachelor,Finance,2.938766488,0,7,5,11/7/2020,1
10345,33.38232719,7376.177239,107.8537593,phd,Finance,22.83615524,0,1,2,6/4/2023,1
9765,30.44828216,28247.80855,22.17348062,M.S.,Marketing,5.187570334,1,10,4,10/7/2021,0
3534,30.82633186,,26.19601017,Master,Sales,1.904556885,0,8,4,3/11/2023,0
9888,34.31713792,,71.99850132,High School,Unknown,54.55507226,1,2,1,12/25/2018,1
1655,35.59218434,24441.71252,10.27574453,B.S.,Marketing,8.643573523,0,7,5,3/8/2022,1
4412,54.91553302,6833.308501,48.06090285,H.S.,IT,30.70960331,0,9,4,11/20/2018,0
8354,48.11162297,14197.83356,29.69960098,PhD,Marketing,6.735963293,0,3,3,3/1/2022,1
1518,35.99332305,23419.95379,23.88718348,M.S.,IT,5.338168622,1,1,5,5/4/2021,1
5989,58.92109635,8991.455646,3.077820678,masters,R&D,12.92756705,0,2,6,1/22/2022,0
1346,20.51915659,23878.02184,89.87920037,BACHELOR,IT,36.02378641,0,6,6,10/17/2022,1
6130,39.36005775,8112.689598,77.77127871,B.S.,Marketing,25.43899042,0,1,4,2/9/2018,1
3304,54.9566749,19408.64667,58.27001782,nan,Sales,11.0319073,0,7,10,12/27/2018,0
3138,22.60892924,87457.76263,46.62988698,nan,Sales,9.435143322,1,2,3,4/8/2021,1
1315,35.21003842,135579.1416,6.761196596,high school,HR,2.396836447,1,1,8,12/21/2019,0
10363,36.39319631,18837.87072,-45.99994138,nan,Marketing,26.46531462,0,8,6,3/25/2021,1
1673,31.28559134,28888.86412,20.48063712,Master,  R&D  ,27.48166658,0,3,5,5/16/2019,0
3996,37.5775254,,30.05929569,nan,Marketing,40.13226934,1,10,9,2/9/2021,0
10638,28.88914938,46440.73323,28.92199396,Bachelor,Finance,4.263520613,1,10,4,12/11/2022,0
4352,39.28316692,78351.863,55.49911483,BACHELOR,HR,0.344732469,1,3,4,8/10/2021,1
1483,37.03463636,33075.30261,21.34865728,PhD,Sales,24.3481743,0,1,5,8/27/2019,1
2683,38.24359282,37961.30782,55.26860403,H.S.,R&D,1.036430983,0,5,4,4/10/2020,0
9882,44.81149716,6665.786303,91.32228475,phd,Marketing,31.35346327,0,8,4,8/19/2023,0
10050,39.22324797,7739.68426,65.63662334,masters,HR,23.59114903,0,7,7,6/21/2020,1
8610,37.35455795,,59.05079708,Master,IT,10.80054772,1,7,5,4/21/2018,0
9911,26.79671539,32176.10458,51.13674874,PhD,R&D,3.800275546,0,8,2,3/3/2018,0
2123,23.56995087,,10.60932707,Master,R&D,29.27535406,0,10,4,4/24/2023,1
6576,101.3700593,18109.79623,37.86259753,Master,Marketing,11.77135717,0,8,5,3/26/2018,1
7266,35.73336745,61986.26466,34.08931382,BACHELOR,Operations,0.585272526,1,4,9,10/14/2022,1
2595,24.90269295,32801.60692,30.39073026,Bachelor,IT,10.33128646,0,3,4,11/11/2020,0
1761,36.22009815,7331.851521,25.55943026,Master,Sales,41.45273724,0,8,6,10/15/2020,1
9664,31.75142074,10365.33704,41.43868175,BACHELOR,Marketing,14.55457481,0,1,5,10/5/2020,1
9349,47.84104695,,10.58856795,Bachelor,Marketing,20.9884116,0,2,6,1/3/2021,0
8496,29.83883358,,50.16147062,Bachelor,IT,3.688333473,0,1,8,9/18/2023,0
3029,30.08363814,62680.32714,16.91678675,high school,Misc,80.49575215,1,9,5,8/18/2023,0
7835,23.23355056,18148.47329,42.20576111,M.S.,IT,25.52350882,0,3,6,2/7/2023,1
4963,42.68839676,105108.5374,32.58445231,High School,HR,20.279707,0,4,3,1/28/2020,0
8498,7.261850601,34016.83117,69.65781001,High School,Sales,17.21725848,1,1,3,12/9/2023,0
1259,42.74634053,41321.37908,18.67786071,high school,IT,2.07029636,0,9,9,9/25/2020,0
4094,26.36117039,13875.55637,64.98394282,high school,Sales,15.5662493,0,5,2,8/15/2020,1
1952,22.48460576,30005.56632,42.67800511,BACHELOR,IT,16.19004655,0,9,10,6/22/2018,0
10817,35.01803506,10837.9455,87.97884039,Master,Sales,26.38609524,1,8,6,10/8/2022,0
5055,37.06361771,54251.00065,10.25896333,High School,Operations,2.886901774,0,7,5,5/9/2020,1
8286,45.75221541,9121.001329,22.29032364,masters,IT,8.143411686,2,9,4,4/8/2022,0
1311,45.98776852,7208.963693,45.77901201,High School,IT,13.97136559,0,6,2,5/11/2022,0
5693,40.26897924,53887.69575,14.26949563,Bachelor,Marketing,3.711290802,1,7,3,5/13/2020,1
3128,42.15381315,,47.76983233,High School,IT,76.45544565,0,9,2,5/13/2022,0
8207,49.89599409,13649.99753,6.082161322,PhD,Sales,11.84233638,0,3,5,5/22/2018,0
1932,20.519861,15597.4508,38.08693526,nan,R&D,5.778655171,0,2,8,10/22/2023,0
1031,53.52278185,12366.90267,52.35154536,nan,Operations,0.350476271,0,10,4,11/15/2023,1
1035,22.7915635,9222.092186,67.77707257,PhD,Legal,13.74600148,0,7,4,10/8/2018,1
7096,23.56661009,,16.51299542,High School,Sales,35.97430826,1,10,5,11/13/2018,1
7556,33.9186101,89409.37753,51.05674529,H.S.,Marketing,3.557266196,0,2,6,,0
10228,17.31943281,18692.96911,37.00926085,PHD,IT,5.83711048,1,7,9,6/8/2021,1
7601,35.58449481,55988.5039,11.65898133,Master,HR,30.18062901,0,10,8,4/15/2019,0
9786,41.29360633,21032.4295,47.82171931,M.S.,R&D,2.551362968,0,3,4,6/7/2023,1
7128,26.83845011,54934.10975,14.70353827,High School,IT,6.116079116,0,10,3,5/1/2019,0
4378,40.05965553,24990.62098,128.089386,PhD,IT,7.001422905,1,2,3,1/5/2019,0
6382,25.91230329,35427.72303,51.00718151,Bachelor,Sales,13.79886432,0,6,3,6/3/2023,1
3818,38.93797298,33194.9013,-5.57350703,PHD,IT,1.237354935,-1,1,4,7/23/2022,0
5049,38.9330705,31694.27557,11.77370913,masters,Legal,21.3476277,0,9,3,1/8/2020,1
9221,44.66956645,8772.780269,8.768251154,High School,  HR  ,9.341444012,0,7,6,10/28/2023,1
7394,25.97191073,15877.07159,5.27479331,nan,Misc,2.417206715,0,5,5,11/24/2023,0
10284,36.97675567,18381.6754,76.87377222,masters,Marketing,10.91125181,1,1,1,,1
4520,40.02744807,11390.93466,16.14267087,High School,IT,25.48244696,0,1,6,4/14/2022,1
7728,24.55163686,9110.94322,27.63154311,BACHELOR,Marketing,19.13316213,0,1,7,6/12/2022,1
6306,33.70965885,7480.595784,21.23812679,BACHELOR,R&D,16.56499635,1,7,4,5/13/2018,1
1295,28.07090405,28364.01824,41.37419465,High School,IT,11.56872298,1,10,5,10/24/2022,0
3724,54.62587191,23106.95152,43.57752549,nan,Marketing,20.20799702,0,1,10,11/2/2021,0
8767,17.75938189,62451.14766,23.33739685,  High School  ,Sales,0.764809978,0,10,4,1/25/2018,1
1080,32.80328112,,45.72244663,masters,Sales,7.413259228,0,9,2,7/19/2021,0
6584,46.67509823,123552.1188,49.47221907,phd,Sales,4.155772771,0,4,7,6/16/2020,1
2953,28.46233661,8574.347498,13.68903129,High School,IT,8.650143307,0,9,5,6/12/2018,0
4393,34.24334396,20017.99657,4.513032519,M.S.,HR,0.595620405,0,8,6,2/17/2020,1
9857,36.32597672,7197.212235,67.92381318,Master,  IT  ,1.21945261,1,8,5,1/19/2022,1
5010,35.22630853,,22.83838363,  M.S.  ,Sales,32.9406064,0,1,4,3/5/2022,0
7727,32.76527495,47022.83967,29.3482962,M.S.,  Marketing  ,9.752040259,0,8,4,3/14/2018,1
2310,34.74973041,,19.91853476,masters,IT,5.100490634,1,8,8,1/14/2019,0
10923,45.46954534,,-45.278171,PHD,Sales,2.399003287,0,7,8,9/17/2018,0
9265,33.04565153,21751.78398,11.55402085,B.S.,Marketing,2.093929101,0,3,6,12/18/2020,0
1119,42.51933033,61804.96503,40.01550511,Master,Marketing,51.68665253,0,1,5,9/9/2023,1
4889,43.49611989,38577.11995,21.36898493,masters,IT,3.642408629,1,3,7,8/11/2018,0
5779,3.232961868,49539.75526,41.83828865,Master,Finance,15.45804191,1,9,3,9/19/2021,0
1042,33.84351718,5383.511286,54.09497198,nan,Finance,12.76586011,0,9,4,8/12/2019,0
4208,44.00398588,19694.27601,41.0234114,Master,Operations,35.70805889,-1,7,5,11/8/2023,1
9827,38.35847265,22298.07054,34.54803804,PHD,IT,41.98389646,1,5,8,7/1/2022,0
9479,21.5229077,33705.2412,38.93451163,PHD,HR,10.31179989,0,8,3,8/15/2021,0
5972,24.91551267,24151.97128,38.18605859,H.S.,Finance,9.2918896,1,6,3,7/6/2021,0
8581,41.67245147,12335.54392,5.111050756,high school,Sales,1.037413474,1,2,3,4/3/2023,1
4538,34.50970659,11517.73879,55.58880929,High School,Legal,0.769211435,1,3,3,10/16/2023,1
3515,116.1327224,18727.55898,38.8831694,Master,Marketing,4.923568988,1,8,0,12/21/2021,1
8881,32.61247398,8785.010823,13.73789874,High School,Sales,6.530652922,1,2,5,3/28/2022,1
3189,40.8855327,,23.01924371,Master,HR,12.60915299,0,7,1,12/24/2022,0
6729,34.47494931,,12.08857942,B.S.,Sales,2.434492234,0,9,7,10/13/2018,0
4869,44.96118215,,36.43763215,H.S.,IT,37.6202049,0,1,4,9/23/2019,1
8722,36.6524005,24076.80266,12.93627816,Bachelor,HR,33.05678655,0,6,8,7/15/2022,0
2145,35.15579048,,15.20811367,B.S.,Misc,8.707126279,0,9,11,2/6/2021,0
2453,61.01683114,396583.9362,32.08978391,B.S.,R&D,1.379460897,0,1,3,1/1/2021,1
8709,26.22382643,8036.365776,31.69458621,H.S.,  Sales  ,0.958891702,1,3,6,2/6/2022,1
3319,23.99845767,5984.918965,15.16104864,high school,IT,20.29140813,1,8,3,4/7/2018,0
4350,29.80603628,33726.02292,22.57407395,  masters  ,Marketing,9.197894434,1,6,4,10/1/2022,1
3960,26.75485838,8294.287507,8.985156095,masters,  Unknown  ,1.907223472,0,9,4,4/11/2020,1
5518,38.48341739,23603.96046,-32.43061158,phd,Marketing,443.2851461,1,7,4,12/4/2018,0
2458,47.89752754,45649.21028,55.59430975,masters,R&D,17.40933512,0,4,5,4/19/2018,1
1304,101.4957633,67267.3831,-33.80492892,  phd  ,IT,12.77472398,0,5,7,7/3/2018,0
10084,48.75596964,51131.59264,-10.32486834,PhD,Marketing,1.808063085,0,1,2,12/27/2018,1
1321,40.95157025,11702.53732,42.38371478,BACHELOR,IT,1.724508453,0,1,3,6/6/2018,0
4397,49.89113108,,4.422146474,BACHELOR,Finance,10.80487328,0,6,3,5/21/2019,0
6386,48.51015752,57913.45277,80.44211728,high school,Marketing,1.806539816,1,9,2,,1
5768,45.29413101,,30.01164926,M.S.,HR,42.29818323,1,7,4,10/5/2022,0
9312,107.3750043,27748.2142,72.50302181,nan,Sales,1.345295894,0,7,2,8/22/2021,0
2543,30.42903743,,72.43912954,H.S.,IT,6.6423349,0,5,2,5/3/2021,0
3045,46.21030667,33104.28584,38.60674368,M.S.,R&D,13.77195828,0,2,3,7/14/2022,0
2355,9.089577079,31133.33568,30.89380681,masters,HR,0.084971459,0,10,5,9/21/2020,1
1621,39.71468357,22629.5206,26.20627385,M.S.,IT,10.68555053,0,2,10,10/12/2022,0
3252,20.4882431,22913.84888,47.48702047,BACHELOR,Marketing,7.106776715,1,8,6,3/9/2020,1
9086,15.15312059,,48.08306087,PhD,Sales,7.13819139,0,4,3,6/3/2018,0
3684,38.35058029,5392.632238,18.723209,  masters  ,IT,21.43947583,0,5,4,6/1/2020,0
5850,8.751829436,7411.406476,59.00474776,M.S.,Sales,3.317844569,0,2,6,1/23/2020,0
10809,32.95067526,104508.8622,31.4233477,masters,Sales,10.67529006,3,7,3,,0
4401,40.69760357,33737.58642,33.20205963,Master,IT,4.158704733,0,5,2,8/22/2019,1
3157,108.6385024,,27.79527868,masters,IT,1.106940552,1,9,5,1/20/2020,0
6356,18.67985115,7714.610443,141.728771,masters,Marketing,44.27435485,-1,3,4,9/6/2020,1
4909,27.63229864,72603.54303,78.38752424,BACHELOR,Sales,2.611991106,0,10,7,12/28/2022,0
7855,51.93547133,24440.70901,28.83932876,masters,Marketing,16.63647392,0,4,7,3/1/2018,0
5228,37.76581506,,9.234498898,PHD,IT,452.7866277,1,7,4,12/9/2022,0
6994,43.63528243,22651.91206,63.13816804,B.S.,Marketing,3.288019085,0,10,6,5/24/2023,1
8001,17.22319038,12608.26386,11.36127173,Master,Finance,1.757586126,2,5,3,11/19/2018,1
4745,33.18496838,,68.61808511,nan,HR,19.79789689,0,5,2,6/8/2023,1
2022,34.75645408,70348.12448,49.02289558,PhD,Sales,18.2172594,1,1,5,11/19/2020,0
7382,29.84829101,87056.41368,5.241142326,nan,HR,6.937812753,0,10,3,8/5/2018,0
8269,26.65728657,21136.97714,40.2316751,H.S.,Operations,1.412952524,0,2,5,5/24/2020,1
4209,39.51225319,57014.26978,51.19027743,high school,Finance,52.27178512,1,4,2,1/23/2018,1
4071,52.02514658,16987.83225,60.46216049,Master,Legal,23.46797696,0,9,2,1/14/2018,1
8582,34.71782121,,69.32319081,BACHELOR,Sales,37.84903498,0,9,4,10/17/2022,0
9083,42.77596062,128431.6474,9.780251764,B.S.,Marketing,17.44631694,0,1,10,4/20/2020,0
4602,55.49812096,61189.15634,115.0050023,PHD,Finance,7.831077932,0,7,3,9/3/2023,0
6333,46.93311006,40178.31648,30.2007068,masters,Sales,7.430599011,0,10,3,6/3/2020,1
3254,22.47606556,19200.8328,30.11301847,PhD,IT,3.139636122,0,7,1,6/17/2022,1
1373,44.59270826,8578.691093,19.26638337,Master,IT,18.04795243,0,6,3,9/19/2018,0
10356,41.60343055,30107.35629,26.16707969,nan,IT,5.361791803,0,8,3,4/5/2018,0
2833,37.87124165,8246.826672,-45.80399561,nan,Sales,8.815943733,0,4,5,9/25/2022,0
9688,55.3721064,4151.119143,28.6934923,H.S.,Marketing,0.060236051,0,9,5,1/28/2022,0
3519,26.48593566,7456.178651,28.80303327,nan,IT,27.21856412,0,9,3,6/9/2019,1
4608,21.50423788,25608.61837,28.97096336,high school,Sales,30.76215106,1,10,6,11/4/2019,0
2593,44.03934841,23461.29032,23.3524885,Master,Sales,15.32850783,0,8,11,8/19/2022,0
2702,41.34721469,16267.32743,39.53739786,M.S.,Marketing,19.68121504,0,5,2,8/24/2020,0
7562,33.06695774,11636.90731,0.840371114,M.S.,Marketing,24.21639273,0,9,7,,0
9446,41.65334535,7733.632406,32.41446518,nan,Marketing,6.467521027,2,7,5,10/15/2021,0
3766,34.66387435,,47.17361029,nan,IT,1.345090086,0,6,12,12/9/2021,0
7734,41.14944639,214455.1451,50.61959609,phd,Marketing,17.9590593,0,4,4,11/20/2019,0
3122,34.8073962,,21.47590852,High School,Finance,12.35919061,0,10,6,11/22/2020,0
4473,24.39394934,5203.80957,50.66599583,B.S.,HR,40.36102331,0,9,2,5/17/2020,1
6969,29.07759155,68014.61304,26.64668005,phd,HR,3.292656805,0,1,9,4/15/2022,1
2087,37.38789159,,5.660116132,High School,Sales,11.70272311,0,1,8,8/22/2019,0
7902,39.22434973,,39.54253431,Bachelor,Sales,7.306637871,1,6,5,11/21/2019,0
8771,32.95644273,4237.591233,13.76237732,PhD,Sales,1.849304765,1,10,6,,1
3948,33.13103842,6391.63266,17.09137164,phd,Marketing,33.41231323,0,3,7,10/3/2022,1
7390,15.58141341,84120.02151,13.6682281,H.S.,IT,10.8392237,1,2,5,9/23/2022,1
7110,45.40954174,,18.24051391,phd,IT,30.21555621,0,8,6,2/13/2020,0
2107,24.46584437,38505.56877,36.15765602,H.S.,IT,1.241448942,1,6,4,3/15/2021,1
7277,33.16471828,,57.78731621,nan,Marketing,2.156123442,0,4,3,7/1/2022,0
4880,38.01700009,39082.64524,-3.477622865,high school,Marketing,10.42555538,1,7,2,7/11/2019,0
